Nachname,Vorname,Antwort 8,Antwort 9
Name_452,VName_452,"#include <stdio.h>

void factorize(long resultat, long *nummer1, long *nummer2)
{
	if (resultat=0){
		*nummer1=1,*nummer2=resultat;}
	if (resultat=1){
		*nummer1=1,*nummer2=resultat;}
	int i=0;
	for (resultat;resultat-1;i++){
	}	// Your factorization
}

int main(){
	long resultat;
	long nummer1=25;
	long nummer2=2;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&resultat);

	
	printf(""Possible Factors of %ld are %ld and %ld.\n"", resultat, nummer1, nummer2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  for(;;){
  }
  
}

void umdrehen( char* str )
{
  for(;;){
  }
}

int main( int argc, char* argv[] )
{  
  char str[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", str );
  ersetzen( str , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", str );
  umdrehen( str );
  printf( ""Rückwärts : %s \n"", str );
}"
Name_457,VName_457,"#include <stdio.h>

void factorize(long resultat, long *nummer1, long *nummer2)
{
	// Your factorization
}

int main(){
	printf(""Please enter an Integer: "");
	printf(""Possible Factors of %ld are %ld and %ld.\n"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_464,VName_464,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	// Your factorization
	if (produkt == 0 || produkt == 1)
    {
       *faktor1 = 1;
       *faktor2 = produkt;
       return;
    }

   long int halb = produkt / 2;

   while(produkt % halb != 0)
   {
       halb --;
   }

   *faktor1 = halb;
   *faktor2 = produkt / halb;
}

int main(){
	printf(""Please enter an Integer: "");
	// Zahl einlesen
	long  int zahl = 0;
	scanf(""%ld"", &zahl);

	// Define factors
	long int fak1, fak2;

	// call factorization function
	factorize(zahl, &fak1, &fak2);

	printf(""Possible Factors of %ld are %ld and %ld.\n"", zahl, fak1, fak2);
	return 0;

}","#include <stdio.h>
#include <stdlib.h>

void ersetzen(char* dest, int zahl, char* src)
{
    int i = 0;
    while(dest[i] != 0 && src[i] != 0 && zahl != 0)
    {
       dest[i] = src[i];
       zahl--;
       i++;
    }
}

void umdrehen( char* str )
{
    int len  = 0;
    while(str[len] != 0)
    {
       len++;
    }

    len += 1; // NULL

    char rev[len];
    rev[len-1] = 0; // NULL TERMINATION

    for(int i = 0; i < len-1; i++)
    {
       rev[i] = str[len-1-1-i];
    }
    for(int i = 0; i < len; i ++)
    {
        str[i] = rev[i];
    }
}

int main( int argc, char* argv[] )
{
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_459,VName_459,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{

    if (product==0)
    {
        *factor1=1;
        *factor2= product;
    }
else if (product==1)
{
    *factor1=1;
    *factor2= product;
}
else
{

if (product%2==0)
{
    *factor1= product/2;
    *factor2= (product/(product/2));
}
else {

        int t=2;
        int p = product;
        do {t = (p/2)-1;
        p=t;}
while (product%t ==1);

    *factor1= t;
    *factor2= product/t;


}


}

}

int main(){
	long product;
	long factor1;
	long factor2;
	long factor[2];
	printf(""Please enter an Integer:"");
	scanf(""%ld"",&product);
    factorize (product,&factor1,&factor2);
	printf("" Possible Factors of %ld are %ld and %ld.\n"",product,factor1,factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
#include <string>
 
void ersetzen(char* dest, int zahl, char* src)
{  
 strncopy(dest, src, zahl);
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_448,VName_448,"#include <stdio.h>

void factorize(long resultat, long *nummer1, long *nummer2)
{
	// Your factorization
}

int main(){
	printf(""Please enter an Integer: "");
	printf(""Possible Factors of %ld are %ld and %ld.\n"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_461,VName_461,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
    int auxiliar=product/2;
    if(product==1)
    {
        *factor1=1;
        *factor2=1;
        return ;
    }
    if (product==0)
    {
        *factor1=1;
        *factor2=product/ *factor1;
        return;
    }
    if(product%2==0)
    {
        *factor1=2;
        *factor2=product/ *factor1;
    }
    else
    {
        *factor1=2;
        while(product% *factor1!=0)
        {
            auxiliar=(auxiliar-1);
            *factor2=auxiliar;
            *factor1=product/ *factor2;
        }
    }

}

int main()
{
    long num, fac1=1, fac2=1;
    printf(""Please enter an Integer: "");
    scanf(""%d"",&num);
    factorize(num, &fac1, &fac2);
    printf(""Possible Factors of %ld are %ld and %ld.\n"", num, fac2, fac1);
    return 0;
}","#include <stdio.h>
#include <stdlib.h>

void ersetzen(char* dest, int zahl, char* src)
{
    int i = 0;
    while(dest[i]!= NULL && src[i]!= NULL && i<zahl){
    	dest[i]= src[i];
    	i++;
	}
}

void umdrehen( char* str )
{
	char Sa[100];
	int j = 0;
	while(str[j] != NULL){
		Sa[j]=' ';
		j++;
	}
	ersetzen(Sa, j, str);
	for(int k = 0;k < j; k++){
		str[k]=Sa[j-k-1];
	}
}

int main( int argc, char* argv[] )
{
    char test[11]= ""0123456789"";
    printf( ""Das Original ist: %s \n"", test );
    ersetzen( test, atoi(argv[1]), argv[2] );
    printf( ""Ersetzt : %s \n"", test );
    umdrehen( test );
    printf( ""Rückwärts : %s \n"", test );
}"
Name_446,VName_446,"#include <stdio.h>

void factorize(long result, long *number1, long *number2){
	if(result == 0){
	    *number1 = 1;
	    *number2 = 0;
	}
	
	if(result == 1){
        *number1 = 1;
        *number2 = 1;
    }
	
	for(int i = 2; *number1 * *number2 != result; i++){
	    *number2 = i;
	    *number1 = result/(*number2);
	}

}

int main(){
	long result = 0;
	long number1 = 0;
	long number2 = 0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&result);
	factorize(result, &number1, &number2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", result, number1, number2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src){  
    for (int i = 0; i <=zahl && dest[i] != '\0'; i++){
        dest[i] = src[i];
    }
}

void umdrehen( char* str ){
    int c = 0;
    for(int i = 1; str[i] != '\0'; i++){
        c = i;
    }
    char tmp[c];
    for(int i = 0; str[i] != '\0'; i++){
        tmp[i] = str[c-i];
    }
    for(int i = 0; str[i] != '\0'; i++){
        str[i]=tmp[i];
    }
}

int main( int argc, char* argv[] ){  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_444,VName_444,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
    if(produkt == 1 || produkt == 0){
        *faktor1 = 1;
        *faktor2 = produkt;
    }
    else{
        int i = 2;
        while (produkt % i != 0) {
            i++;
        }
        *faktor2 = i;
        *faktor1 = produkt / i;
        }
}

int main(){
    long produkt = 0;
    printf(""Please enter an Integer: "");
    scanf(""%ld"", &produkt);
    long faktor1 = 0;
    long faktor2 = 0;
    factorize(produkt, &faktor1, &faktor2);
    printf(""Possible Factors of %ld are %ld and %ld.\n"", produkt, faktor1, faktor2);
    return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_463,VName_463,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
	if (product == 0) {
		*factor1 = 1;
		*factor2 = product;
		return;
	}
	if (product == 1) {
		*factor1 = 1;  
		*factor2 = product;
		return;
	}
	for (long i = 2; i < product/2; ++i) {
		if (product % i == 0) {
			*factor2 = i;
			*factor1 = product/i;
			return;	
		}
	}

	// primzahl
	*factor1 = 1;
	*factor2 = product;
}

int main(){
	printf(""Please enter an Integer: "");
	long product;
	long factor1;
	long factor2;
	scanf (""%ld"", &product);
	factorize (product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product, factor1, factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_473,VName_473,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{ 
     if(product == 0 || product == 1){
        *factor1 = 1;
	*factor2 = product;
     }
     else{
     
       long haelfte = product/2;
       
       while(1){
       
       if(product % haelfte == 0){
         break; 
       }
       else{
       haelfte = haelfte - 1;
       }
     }
       *factor1 = haelfte;
       *factor2 = product/haelfte; 
   }
     
	
}

int main(){
	printf(""Please enter an Integer: "");
	long product, factor1, factor2;
	scanf(""%ld"", &product);
	factorize(product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product,factor1,factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  int size_source = 0;
  for(int i = 0; src[i] != '\0'; i++){
   size_source = size_source + 1;
   }
   
  int size_dest = 0;
  for(int i = 0; dest[i] != '\0'; i++){
   size_dest = size_dest + 1;
   } 
   
  int minimum = zahl;
  if(size_source <= minimum){
  minimum = size_source;
  } 
  
  if(size_dest <= minimum){
  minimum = size_dest;
  } 
  
  for(int i = 0; i<minimum; i++){
   dest[i] = src[i];
  }
}

void umdrehen( char* str )
{
  int size = 0;
  for(int i = 0; str[i] != '\0'; i++){
   size = size + 1;
   }
  for(int i = 0; i<size/2; i++){
  
   char c = str[i];
   str[i] = str[size - 1 - i];
   str[size - 1 -i] = c;
  } 
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_465,VName_465,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
		if(product == 0 || product == 1){
		*factor1 = 1;
		*factor2 = product;
		return 1;
	}
	long i = product/2;
	while(product%i != 0){
		i -= 1;
	}
	*factor1 = i;
	*factor2 = product/i;
}

int main(){
	long product = 0;
	long factor1 = 0;
	long factor2 = 0;
	printf(""Please enter an Integer: "");
	scanf(""%i"", &product);
	factorize(product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product, factor1, factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
	int counter_src = 0;
	int counter_dest = 0;
	for(int i=0; src[i]!='\0'; i++){
		counter_src++;
	}
	for(int i=0; dest[i]!='\0'; i++){
		counter_dest++;
	}
	
	int max_zeichen = 0;
	if(zahl <= counter_dest && zahl <= counter_src)
		max_zeichen = zahl;
	if(counter_src <= counter_dest && counter_src <= zahl)
		max_zeichen = counter_src;
	 if(counter_dest <= counter_src && counter_dest <= zahl)
	 	max_zeichen = counter_dest;
	
	for(int i=0; i<max_zeichen; i++){
		dest[i] = src[i];
	}
}

void umdrehen( char* str )
{
	int counter = 0;
	for(int i=0; str[i]!='\0'; i++){
		counter++;
	}
	
	int zaehler = 0;
	char tmp[counter+1];		//'\0' am Ende berücksichtigen
	for(int i=counter; i>=0; i--){
		tmp[i] = str[zaehler];
		zaehler++;
	}
	
	for(int i=0; i<=counter; i++){
		str[i] = tmp[i];
	}
}

void umdrehen( char* str )
{
	int counter = 0;
	for(int i=0; str[i]!='\0'; i++){
		counter++;
	}
	
	int zaehler = 0;
	char tmp[counter+1];		//'\0' am Ende berücksichtigen
	for(int i=counter; i>=0; i--){
		tmp[i] = str[zaehler];
		zaehler++;
	}
	
	for(int i=0; i<=counter; i++){
		str[i] = tmp[i];
	}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_467,VName_467,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
	// Your factorization
        if (product == 0) {
          *factor1 = 1;
          *factor2 = 0;
        } else if (product == 1) {
          *factor1 = 1;
          *factor2 = 1;
        } else {
          long i = 2;
          while (1) {
             if (product %i == 0) {
                *factor1 = product / i;
                *factor2 = i;
                break;
             }
             i++;
         }
    }
}

int main(){
        long product, factor1, factor2;
	printf(""Please enter an Integer: "");
        scanf(""%ld"", &product);
        factorize(product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product, factor1, factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_469,VName_469,"#include <stdio.h>

void factorize(long ergebnis, long *zahl1, long *zahl2)
{
	// Your factorization
}

int main(){
	printf(""Please enter an Integer: "");
	printf(""Possible Factors of %ld are %ld and %ld.\n"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_470,VName_470,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2) {
  *factor1 = product;
  *factor2 = 1;
  if (*factor1 > 1) {
    ++*factor2;
    while (*factor1 % *factor2) {
      ++*factor2;
    }
    *factor1 /= *factor2;
  } else if (*factor1 == 0) {
    long temp = *factor1;
    *factor1 = *factor2;
    *factor2 = temp;
  }
}

int main() {
  printf(""Please enter an Integer: "");
  long input = 0L;
  scanf(""%ld"", &input);
  long f1 = 0L, f2 = 0L;
  factorize(input, &f1, &f2);
  printf(""Possible Factors of %ld are %ld and %ld.\n"", input, f1, f2);
  return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
    int idx = 0, size = 0;
    char *temp = dest;
    while (*temp) { // size of string
        ++temp;
        ++size;
    }
    while (idx < size && idx < zahl) {
        dest[idx] = src[idx];
        ++idx;
    }
}

void umdrehen( char* str )
{
    char *temp = str;
    while (*temp) { // find end of string
        ++temp;
    }
    --temp;
    while (str < temp) {
        char c = *temp; // inline swap
        *temp = *str;
        *str = c;
        --temp;
        ++str;
    }
}

int main( int argc, char* argv[] )
{  
    char test[11]= ""0123456789"";
    printf( ""Das Original ist: %s \n"", test );
    ersetzen( test , atoi(argv[1]), argv[2] );
    printf( ""Ersetzt : %s \n"", test );
    umdrehen( test );
    printf( ""Rückwärts : %s \n"", test );
}"
Name_472,VName_472,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
	// Your factorization
}

int main(){
	printf(""Please enter an Integer: "");
	printf(""Possible Factors of %ld are %ld and %ld.\n"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_474,VName_474,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	if(produkt == 0 || produkt == 1)
	{
		*faktor1 = 1; *faktor2 = produkt;
	}
	else
	{
		long teiler = produkt/2;
		for(teiler; produkt % teiler != 0;)
		{
			teiler--;
		}
		
		*faktor1 = teiler;
		*faktor2 = produkt/teiler;
	}
}

int main(){
	long produkt;
	
	long faktorEins;
	long faktorZwei;
	printf(""Please enter an Integer: "");
	scanf(""%ld"", &produkt);
	factorize(produkt, &faktorEins, &faktorZwei);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", produkt, faktorEins, faktorZwei);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
	for(int i = 0; i < zahl; i++)
	{
		if(*dest != 0 && *src != 0)
		{
			*dest = *src;
			dest++;
			src++;
		}
		else
		{
			i = zahl;
		}
	}
}

void umdrehen( char* str )
{
	int lencnt = 0;
	char* lenpt = str;
	char* orgpt = str;
	
	for(;*lenpt != 0;  lenpt++)
	{
		lencnt++;
	}
	char auxString[lencnt + 1];
	lenpt = auxString;
	lenpt += lencnt;
	*lenpt = 0;
	lenpt--;
	
	for(int i = lencnt; i >= 0; i--)
	{
		*lenpt = *orgpt;
		lenpt--;
		orgpt++;
	}
	
	orgpt = str;
	lenpt = auxString;
	for(int i = lencnt; i > 0; i--)
	{
		*orgpt = *lenpt;
		lenpt++;
		orgpt++;
	}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_471,VName_471,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
	unsigned long div = product/2;
	
	if(product ==0 || product ==1){
	    *factor1 = 1;
	    *factor2 = product;
	    return;
	}
	
	
	while((product%div)!=0)
	div--;
	*factor1 = div;
	*factor2 = product/div;
	return;
}

int main(){
    long product =0, factor1=0, factor2=0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"", &product);
	getchar();
	factorize(product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product, factor1, factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
    for (int i=0; i < zahl; i++)
    {
        if (dest[i] == '\0' || src[i] == '\0') break;
        dest[i] =src[i];
    }
  
}

void umdrehen( char* str )
{
    char tmp=0;
    int strlen= 0;
    for( ; str[strlen] !='\0'; strlen++ );
    for( int i= 0; i< strlen /2; i++)
    {
        tmp= str[i];
        str[i] = str[strlen-i-1];
        str[strlen-i-1] - tmp;
    }
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
